id,gene,chr,fpos,tpos,strand,Sample1,Sample2,Sample3,Sample4,Sample5,Sample6,Sample7,Sample8,Sample9,Sample10,Sample11,Sample12,Sample13,Sample14,Sample15,Sample16,Sample17,Sample18,Sample19,Sample20,Sample21,Sample22,Sample23,Sample24,Sample25,Sample26,Sample27,Sample28,Sample29,Sample30,Sample31,Sample32,Sample33,Sample34,Sample35,Sample36,Sample37,Sample38,Sample39,Sample40,Sample41,Sample42,Sample43,Sample44,Sample45,Sample46,Sample47,Sample48,Sample49,Sample50
cg00003529,Gene460,21,78313601,78313601,-,0.01,0.5,0.64,0.09,0.93,0.97,0.28,0.65,0.01,0.55,0.88,0.29,0.25,0.42,0.85,0.43,0.94,0.23,0.2,0.31,0.24,0.67,0.6,0.25,0.65,0.81,0.63,0.65,0.69,0.18,0.7,0.39,0.11,NA,0.38,NA,0.14,0.37,0.04,0.84,0.01,0.89,0.53,0.61,0.94,0.19,0.04,0.35,0.7,0.12
cg00003530,Gene4924,22,72075468,72075468,-,0.31,0.77,0.82,0.01,0.05,0.86,0.71,0.21,0.55,0.07,0.64,0.48,0.67,0.73,0.18,0.08,0.43,0.49,0.47,0.77,0.84,0.94,0.48,0.28,0.67,0.84,0.32,0.96,0.65,0.06,0.55,0.02,0.51,0.61,0.68,0.9,0.24,0.7,0.38,0.92,0.09,0.61,0.88,0.76,0.19,0.86,0.55,0.37,0.97,0.24
cg00003531,Gene1447,X,19189173,19189173,-,0.84,0.43,0.78,0.66,0.83,0.53,0.56,0.27,NA,0.44,0.18,0.86,0.05,0.58,NA,0.15,0.23,0.11,0.94,0.78,0.85,NA,0.4,0.56,0.38,0.65,NA,0.55,0.15,0.65,0.75,0.02,0.57,0.4,0.04,0.2,0.62,0.52,0.97,0.31,0.19,0.3,0.63,0.9,0.11,0.19,0.63,0.62,0.31,0.25
cg00003532,Gene4957,15,22618511,22618511,+,0.28,0.13,0.6,0.82,0.63,1.0,0.71,0.35,0.32,0.13,0.95,0.28,0.44,0.55,0.44,0.16,0.78,0.87,0.48,0.39,0.59,0.25,0.39,0.17,0.16,0.06,0.88,0.09,0.13,0.4,0.23,0.73,0.23,0.65,0.5,0.08,0.87,0.17,0.01,0.48,0.68,NA,0.02,0.3,0.97,0.5,0.66,0.94,0.7,0.59
cg00003533,Gene2588,13,12594116,12594116,+,0.46,0.95,0.52,NA,0.29,0.28,0.59,0.25,0.41,0.01,0.59,0.6,0.75,0.76,0.58,0.14,0.42,0.95,0.75,0.79,0.97,0.04,0.12,0.77,0.76,0.14,0.9,0.08,0.34,0.63,0.8,0.37,0.39,0.98,0.15,0.95,0.89,0.19,0.81,NA,0.34,0.23,0.68,0.89,0.02,0.02,0.56,0.36,0.83,0.54
cg00003534,Gene4095,20,3218550,3218550,+,0.61,0.64,0.62,0.94,0.84,NA,0.64,0.32,0.09,0.07,0.55,0.39,0.73,0.31,1.0,0.47,0.5,0.74,0.3,0.87,0.53,0.97,0.37,0.73,NA,0.72,0.36,0.5,0.08,0.09,0.43,0.15,0.53,0.46,0.54,0.83,0.34,0.89,0.27,NA,0.58,0.29,0.75,0.51,0.17,0.73,0.9,0.6,0.66,0.73
cg00003535,Gene1200,1,44905803,44905803,-,NA,0.66,0.39,0.66,0.98,0.28,0.92,0.04,0.29,0.19,0.19,0.55,0.22,0.47,0.98,0.46,0.47,0.43,NA,0.66,0.43,0.19,0.22,0.85,0.83,0.75,0.19,0.2,0.94,0.57,0.46,0.17,0.25,0.28,0.47,0.24,0.21,0.44,0.35,0.22,0.56,0.93,0.24,NA,0.23,0.95,0.41,0.98,0.03,0.98
cg00003536,Gene2243,4,72503473,72503473,-,0.03,0.01,0.51,0.83,0.35,NA,0.11,0.09,0.9,0.42,0.98,0.83,0.11,0.94,0.3,0.71,0.49,0.91,0.87,NA,0.95,0.7,0.17,0.97,0.42,0.14,0.48,0.17,0.97,0.03,0.47,0.75,0.48,0.67,0.54,0.44,0.01,0.94,0.47,0.89,0.78,0.75,0.12,0.34,0.64,0.36,0.9,0.35,0.13,0.63
cg00003537,Gene3797,18,79606752,79606752,+,0.58,0.95,0.16,0.54,0.55,0.5,0.67,0.63,0.14,0.89,0.35,NA,0.34,0.32,0.77,0.1,0.67,0.21,0.78,0.71,0.52,0.04,0.4,0.99,0.6,0.72,0.59,0.63,0.2,0.49,0.44,0.87,0.48,0.36,0.98,0.17,0.02,0.41,0.27,0.94,0.31,0.41,0.59,0.96,0.12,0.61,0.58,0.21,0.9,0.94
cg00003538,Gene4770,10,73563617,73563617,+,0.31,0.75,0.18,1.0,0.53,0.67,0.68,0.46,0.54,0.23,0.51,0.27,0.24,0.37,0.82,0.32,0.41,0.97,0.48,0.26,0.46,0.5,0.83,0.13,0.35,0.41,0.18,0.74,0.54,0.3,0.98,0.46,NA,0.41,0.8,0.88,0.75,0.31,0.34,0.99,0.42,0.95,0.88,0.81,0.86,0.45,0.62,0.73,1.0,0.36
cg00003539,Gene2099,8,3516847,3516847,-,0.94,0.27,0.82,0.35,0.05,0.78,0.93,0.91,0.02,0.93,0.33,0.17,0.43,0.51,0.46,0.04,0.31,0.67,0.77,0.14,0.99,0.65,0.07,0.88,0.27,0.82,0.1,0.59,0.56,NA,0.42,0.8,0.98,0.54,NA,0.56,0.97,0.33,0.78,NA,0.89,NA,0.71,0.14,0.44,0.35,0.29,0.62,0.03,0.73
cg00003540,Gene2286,9,1684326,1684326,-,0.53,0.04,0.56,0.51,0.4,NA,0.56,0.78,0.89,0.31,0.12,0.62,0.05,0.11,0.51,0.21,0.84,0.08,NA,NA,0.4,0.67,0.34,0.57,0.83,0.24,0.76,0.13,0.52,0.85,NA,0.4,0.93,0.75,0.68,0.24,0.95,0.82,0.41,0.15,0.27,0.14,NA,0.99,0.74,0.15,0.77,0.56,NA,0.42
cg00003541,Gene443,6,7311765,7311765,-,0.12,0.93,0.57,0.99,0.98,0.9,0.69,0.87,0.62,0.7,0.3,0.73,0.01,0.77,0.39,0.58,0.66,0.08,0.84,0.11,0.14,0.12,0.63,0.94,0.64,0.44,0.42,0.57,0.82,0.33,NA,0.34,0.82,0.74,0.51,0.47,0.49,0.98,0.08,0.52,0.41,0.59,0.2,0.32,0.56,NA,0.76,0.38,0.38,0.23
cg00003542,Gene696,18,51066496,51066496,-,0.37,0.52,0.42,0.98,0.54,0.25,0.66,0.12,0.81,0.03,0.3,0.85,0.97,0.65,0.24,0.43,0.37,0.29,0.98,0.59,0.38,0.59,0.2,0.96,0.51,0.98,0.84,0.03,0.13,0.01,0.97,0.68,0.26,0.04,0.99,0.05,NA,0.32,0.59,0.77,0.28,0.51,0.61,0.52,0.11,0.59,0.99,0.56,0.18,0.6
cg00003543,Gene3447,2,5835668,5835668,+,0.21,0.58,0.14,0.56,0.4,0.73,0.15,0.28,0.27,0.65,0.16,0.03,0.22,0.37,0.14,0.36,0.43,0.92,0.53,0.39,0.08,0.45,0.51,0.93,0.65,0.22,0.52,0.17,0.96,0.95,0.62,0.88,0.87,0.86,0.89,0.65,NA,0.93,0.86,0.37,0.78,NA,0.13,0.29,0.69,0.63,0.74,0.64,0.87,0.55
cg00003544,Gene84,12,96524983,96524983,-,0.88,0.97,0.96,0.44,0.59,0.81,0.65,0.88,0.7,0.7,0.4,0.07,0.84,0.73,0.99,0.99,0.66,0.1,0.21,0.6,0.41,0.76,0.86,0.91,0.69,0.61,0.88,0.67,0.84,0.0,0.94,0.21,0.17,0.2,0.65,0.05,0.75,0.42,0.14,0.37,0.61,0.79,0.62,NA,0.3,0.66,0.39,0.27,0.37,0.03
cg00003545,Gene722,9,2887538,2887538,-,0.7,0.72,0.95,0.99,0.43,0.53,0.5,0.52,0.64,0.83,0.3,0.89,0.35,0.29,0.27,0.28,0.48,0.6,0.92,NA,0.09,0.4,0.25,0.44,0.01,0.68,0.6,0.44,0.32,0.48,0.71,0.95,0.96,0.75,0.22,0.62,0.96,0.99,0.4,0.51,0.42,0.39,0.14,0.5,0.02,0.53,0.82,0.52,0.14,0.16
cg00003546,Gene3674,6,35886874,35886874,-,0.66,0.64,0.73,0.77,0.88,0.4,0.91,0.35,0.38,0.38,0.05,0.71,0.16,0.36,0.05,0.47,0.66,0.11,NA,0.88,0.48,0.9,0.87,0.77,0.35,0.47,0.53,0.19,0.76,0.55,0.81,0.68,0.83,0.94,0.21,0.49,0.97,0.98,0.77,0.72,0.1,0.73,0.06,0.3,0.09,0.08,0.1,0.57,0.88,0.93
cg00003547,Gene4674,18,53166032,53166032,-,0.11,NA,0.51,0.91,NA,0.42,0.03,0.23,NA,0.76,0.3,0.46,0.68,0.94,0.49,0.73,0.75,0.72,0.72,0.74,0.43,0.78,0.35,0.45,0.03,0.66,0.18,0.55,0.5,0.63,0.63,0.29,NA,0.58,0.03,0.46,0.89,0.73,0.86,0.33,0.68,0.61,0.68,0.59,0.55,0.77,0.27,NA,0.3,0.57
cg00003548,Gene3043,5,56619663,56619663,+,0.2,0.92,0.53,0.89,0.09,0.59,0.68,0.93,0.15,0.22,0.78,0.11,0.58,0.42,0.38,0.85,0.25,0.74,0.19,0.11,0.8,0.89,0.16,0.1,0.07,0.99,0.23,0.85,0.87,0.29,0.92,0.75,0.62,0.46,0.3,0.27,0.66,0.09,0.43,0.95,0.64,0.55,0.8,0.74,0.84,0.84,0.45,0.36,0.36,0.53
cg00003549,Gene3874,14,20110427,20110427,-,0.57,0.18,0.01,0.28,0.46,0.18,0.66,0.89,0.27,0.15,0.75,0.87,0.55,NA,0.76,0.72,0.59,0.29,0.84,0.07,0.85,0.91,0.83,0.07,0.29,0.24,0.68,0.64,0.95,0.41,0.28,0.32,0.38,0.62,0.44,0.93,0.56,0.59,0.54,0.38,0.12,0.52,0.89,0.06,0.6,0.32,0.35,0.73,0.66,0.43
cg00003550,Gene290,2,81068764,81068764,+,0.29,0.66,1.0,0.31,0.81,0.03,NA,0.35,0.87,0.91,0.15,0.65,0.86,0.36,0.44,0.64,0.36,0.03,0.48,0.22,0.73,0.56,0.34,0.2,0.17,0.81,0.94,0.12,0.07,0.21,0.01,0.19,0.53,0.55,0.1,0.44,0.75,0.91,0.11,0.89,0.32,0.9,0.53,0.96,0.2,0.65,0.27,0.81,0.65,0.14
cg00003551,Gene4422,2,55631195,55631195,-,0.02,0.93,1.0,0.55,0.8,0.82,0.65,NA,0.46,0.75,0.17,0.35,0.06,0.41,0.05,0.09,0.21,0.26,0.35,0.55,NA,0.8,0.45,0.96,0.1,0.4,NA,0.86,NA,0.09,0.8,0.67,0.75,1.0,0.09,0.05,0.69,0.63,0.67,0.86,0.81,NA,0.77,0.48,0.26,0.68,0.09,0.45,0.6,0.14
cg00003552,Gene4534,4,98104514,98104514,-,0.55,0.48,0.16,0.97,0.94,0.4,0.76,0.62,0.97,0.57,0.4,0.75,0.8,0.26,0.07,0.6,0.09,0.14,0.37,0.01,0.07,0.29,0.99,0.02,0.27,0.48,0.64,0.04,0.68,0.32,0.39,0.67,0.93,0.01,0.27,0.66,0.82,0.35,0.93,NA,0.27,0.64,0.46,0.27,0.93,0.0,0.71,0.91,0.28,0.98
cg00003553,Gene34,2,11330585,11330585,-,0.95,0.57,0.34,0.79,0.81,0.6,NA,0.12,0.42,0.18,0.81,0.47,0.43,0.58,0.37,0.32,0.98,0.84,0.61,0.64,0.3,0.73,0.59,0.75,0.48,0.01,0.74,0.94,0.11,0.05,0.51,0.14,0.28,0.22,0.13,0.21,0.63,0.87,0.4,0.25,0.75,0.28,0.38,0.99,0.5,NA,0.15,0.17,0.74,0.76
cg00003554,Gene4999,19,18017230,18017230,-,0.92,0.01,0.17,NA,0.61,0.23,0.35,0.25,0.27,NA,0.2,0.26,0.47,0.03,NA,0.16,0.7,0.65,0.45,0.83,0.07,0.74,0.9,0.53,0.67,0.04,NA,0.39,0.1,NA,0.74,NA,NA,NA,0.38,0.32,0.15,0.16,0.9,0.46,0.52,0.55,0.61,0.66,0.99,0.49,0.08,0.1,0.5,0.06
cg00003555,Gene3150,13,6302222,6302222,-,0.33,0.36,0.8,0.74,0.79,0.01,0.09,0.13,0.6,NA,0.01,0.76,0.63,0.01,0.22,0.25,NA,0.44,0.8,0.06,0.23,0.62,0.86,0.19,0.71,0.56,0.67,0.24,0.77,0.87,0.42,0.13,0.6,0.27,0.43,0.82,0.04,0.86,0.57,0.46,0.94,0.54,0.37,0.46,0.35,0.11,0.74,0.09,0.13,0.73
cg00003556,Gene3371,17,17979878,17979878,+,0.11,0.93,0.49,NA,0.72,0.01,0.92,0.69,0.89,0.95,0.1,0.64,0.29,0.57,0.05,0.99,NA,0.77,0.23,0.82,0.23,NA,0.62,0.53,0.01,0.07,0.95,0.09,0.81,0.84,0.18,0.81,0.08,0.75,NA,0.14,0.05,0.57,0.44,0.22,0.97,0.26,0.85,0.77,0.77,0.53,0.91,0.63,0.29,0.45
cg00003557,Gene375,14,75991667,75991667,-,0.4,0.59,0.23,0.5,0.75,0.07,0.39,0.17,0.84,0.37,0.7,0.76,0.41,0.45,0.42,0.7,0.32,0.02,0.25,0.18,0.88,NA,0.09,0.97,0.57,0.55,0.54,0.69,0.98,0.93,0.32,0.48,0.78,0.73,0.59,0.06,0.43,0.14,0.1,0.3,0.19,0.45,0.63,0.6,0.33,0.03,0.77,0.27,0.11,0.54
cg00003558,Gene2068,14,11199477,11199477,+,0.91,0.41,0.4,0.66,0.32,0.72,0.26,0.81,0.8,0.99,0.82,0.48,0.67,0.83,0.9,0.85,0.48,0.69,0.1,0.16,0.3,NA,0.15,0.4,0.79,0.69,0.94,0.63,0.86,0.23,0.25,0.19,0.61,0.98,0.1,0.57,0.52,0.71,0.27,0.39,0.55,0.12,0.43,NA,0.96,0.13,0.54,0.63,0.11,0.52
cg00003559,Gene4324,3,55127501,55127501,+,0.18,0.66,0.5,0.12,0.23,0.09,0.44,0.07,0.75,0.02,0.54,NA,0.29,0.73,0.45,0.87,0.57,0.15,0.69,0.92,0.78,0.59,0.17,0.05,NA,0.97,0.25,0.2,0.25,0.46,0.78,0.17,0.12,0.11,0.8,0.6,0.31,0.52,0.55,0.35,0.1,0.42,0.42,0.6,0.09,0.93,0.45,0.45,0.52,0.02
cg00003560,Gene3826,19,81497914,81497914,-,0.1,0.45,0.71,0.3,0.5,0.43,0.39,0.43,0.54,0.18,0.83,0.77,0.87,0.82,0.69,0.8,0.43,0.25,0.93,0.28,0.55,0.47,0.15,0.23,0.47,0.81,0.08,0.14,0.33,0.03,0.72,0.6,0.69,0.7,0.49,0.51,0.19,0.7,0.03,0.22,0.54,0.37,0.86,0.52,0.15,0.72,NA,0.04,0.07,0.73
cg00003561,Gene4087,4,94281287,94281287,+,0.43,0.58,0.53,0.61,0.73,0.29,0.17,0.01,0.31,0.0,0.65,0.78,0.65,0.57,0.57,0.29,0.73,0.2,0.42,0.32,0.66,0.01,0.73,0.83,0.51,0.1,0.74,0.01,0.78,0.44,0.38,0.48,0.96,0.61,0.44,0.28,0.36,0.71,0.04,0.87,0.79,0.1,0.81,0.72,0.64,0.48,0.89,0.62,0.94,0.73
cg00003562,Gene2845,Y,77037089,77037089,-,0.85,0.08,0.59,0.08,0.66,0.05,0.79,0.4,0.4,NA,0.51,0.53,0.32,0.18,0.06,0.2,0.79,0.69,0.94,0.21,0.63,0.46,0.79,0.91,0.78,0.69,0.31,0.18,0.77,0.59,0.04,0.3,0.29,0.8,0.93,0.16,0.63,0.18,0.66,0.14,0.62,0.52,0.6,0.93,0.17,0.33,0.17,0.28,0.23,0.64
cg00003563,Gene588,14,8025328,8025328,-,0.33,0.21,0.16,0.89,0.95,0.01,0.04,0.82,0.34,0.3,0.57,0.1,0.96,0.1,0.31,0.61,0.6,0.82,0.81,0.21,0.52,0.95,0.48,0.47,0.29,1.0,0.13,0.33,0.71,0.42,0.71,0.32,0.58,NA,0.27,0.87,0.01,0.72,0.91,0.67,0.21,0.77,0.02,NA,0.18,NA,0.12,0.65,0.95,0.1
cg00003564,Gene2188,7,58274786,58274786,+,0.27,NA,0.72,0.84,0.96,0.58,0.64,0.47,0.54,0.39,0.38,0.84,0.61,0.19,0.77,0.69,0.3,0.65,0.33,0.11,0.84,0.61,0.68,0.09,0.69,0.52,0.33,0.99,1.0,0.89,NA,0.98,0.19,0.39,0.59,0.08,0.2,0.09,0.26,0.51,0.96,0.63,0.79,0.14,0.44,0.94,0.04,0.6,0.97,0.0
cg00003565,Gene2658,9,56474258,56474258,+,0.57,0.62,0.2,0.63,0.01,0.36,0.81,0.72,0.88,0.62,0.27,0.69,0.15,0.15,0.3,0.45,0.14,0.14,0.72,0.86,NA,0.12,0.54,0.31,0.18,0.2,0.04,0.2,0.3,0.07,0.52,0.98,0.58,0.23,0.85,0.57,0.72,0.09,0.06,0.45,0.84,0.48,0.95,0.67,0.16,0.27,0.74,0.46,NA,0.18
cg00003566,Gene1846,8,59315255,59315255,+,0.7,0.98,0.24,0.41,0.44,0.27,0.37,0.09,0.31,0.87,0.62,0.24,0.38,0.19,0.46,0.68,0.62,0.68,0.31,0.39,0.71,0.79,0.44,0.25,0.46,0.14,0.31,0.46,NA,0.5,0.48,0.84,0.99,0.2,NA,0.29,0.8,0.7,0.24,0.01,0.15,0.94,0.66,0.96,0.6,0.57,0.59,0.02,0.61,0.88
cg00003567,Gene1281,19,53002131,53002131,-,0.73,0.93,0.41,0.34,0.64,0.66,0.45,0.13,0.45,0.01,1.0,0.27,0.61,0.81,0.69,0.37,0.95,0.97,0.89,0.95,0.59,0.97,NA,0.77,NA,0.42,0.2,0.34,0.86,0.62,0.72,0.66,0.76,0.06,0.23,0.57,0.67,0.3,0.87,0.41,0.73,0.21,0.91,0.05,0.91,0.66,0.78,0.28,0.12,0.21
cg00003568,Gene2480,3,53928852,53928852,-,0.56,0.35,0.99,0.2,0.41,0.59,0.3,0.87,0.49,0.45,0.23,0.64,0.73,0.76,0.79,0.95,0.06,0.49,0.53,0.19,0.96,0.8,0.71,0.55,0.09,0.93,0.82,0.78,0.03,0.0,0.78,0.29,0.73,NA,0.18,NA,0.73,0.81,0.64,0.68,0.4,0.59,0.07,0.4,0.08,0.52,0.6,0.52,0.04,0.23
cg00003569,Gene4942,20,3693459,3693459,-,0.23,0.45,0.05,0.83,0.26,0.59,0.59,0.57,0.45,0.78,0.01,0.55,0.61,0.34,0.5,0.63,0.26,0.78,0.78,0.75,0.68,0.38,0.93,0.0,0.98,0.03,0.84,NA,0.13,0.66,0.09,0.05,0.33,0.05,0.68,0.76,0.84,0.61,NA,0.55,0.26,0.13,0.17,0.73,0.16,0.1,0.76,0.27,0.05,0.98
cg00003570,Gene2315,11,32318299,32318299,+,0.26,0.18,0.29,0.88,0.52,0.57,0.91,NA,0.74,0.25,0.55,0.77,0.66,0.91,0.16,0.15,0.41,0.0,0.04,0.59,0.87,0.22,0.63,0.63,0.48,0.48,0.71,0.36,0.82,0.68,0.53,0.18,0.31,0.81,0.84,0.8,0.17,0.65,0.51,0.61,0.8,0.54,0.03,0.76,0.85,0.44,0.11,0.65,0.6,0.55
cg00003571,Gene3779,21,67629681,67629681,+,NA,0.56,0.44,0.36,0.1,0.77,0.73,0.93,0.07,0.5,0.23,0.29,0.44,0.22,0.62,0.05,0.82,0.0,0.08,0.78,0.76,0.58,0.28,0.59,0.55,0.26,0.34,NA,0.55,0.36,0.35,0.92,0.06,0.99,0.78,0.19,0.85,0.53,0.72,0.42,0.11,0.19,0.52,0.62,0.86,0.58,0.14,0.65,0.16,0.91
cg00003572,Gene1990,16,38143581,38143581,-,0.32,NA,0.67,0.15,0.29,0.87,0.4,0.8,0.47,0.56,0.89,0.63,0.52,0.07,0.18,0.36,0.22,0.98,0.71,0.07,NA,0.39,0.33,0.28,0.17,0.16,0.39,0.39,0.26,0.91,0.25,0.85,0.24,0.56,0.66,NA,0.61,0.97,NA,0.99,0.54,0.99,0.04,0.6,0.54,0.67,0.76,0.22,0.04,0.73
cg00003573,Gene3350,18,32873540,32873540,-,0.72,0.44,0.02,0.13,0.87,0.13,0.95,NA,0.91,0.78,0.87,0.55,0.48,0.61,0.6,0.49,0.36,NA,0.92,0.56,0.66,0.94,0.96,0.16,0.83,0.8,0.94,0.68,0.73,0.15,0.26,0.99,0.0,0.65,0.23,0.93,0.5,NA,0.6,0.46,0.81,0.62,0.41,0.06,0.92,0.87,0.65,0.07,0.86,0.15
cg00003574,Gene1437,19,14741063,14741063,-,NA,0.8,0.56,0.89,0.78,0.17,NA,0.71,0.77,0.43,0.91,0.68,0.54,0.83,0.39,0.52,0.47,0.91,0.04,0.0,0.39,0.13,0.63,0.09,0.62,0.29,0.08,0.94,0.84,0.75,0.97,0.48,0.98,0.7,0.06,0.27,0.71,0.02,0.67,0.75,0.8,0.32,0.2,0.02,0.35,0.89,0.6,0.94,0.48,0.89
cg00003575,Gene2411,16,95918255,95918255,-,0.77,0.4,0.05,0.41,0.75,0.16,0.27,0.84,0.88,0.98,0.75,0.36,0.12,0.02,0.31,0.95,0.25,0.74,NA,0.26,0.37,0.59,0.77,0.88,0.94,0.01,0.42,0.74,0.78,0.87,0.03,0.42,0.62,0.79,0.2,0.11,0.54,0.5,0.86,0.54,0.12,0.52,0.17,0.99,0.49,0.35,0.26,0.1,0.49,0.84
cg00003576,Gene3002,21,66788174,66788174,-,0.87,0.41,0.43,0.22,0.69,0.41,NA,0.01,0.03,0.51,0.3,0.95,0.08,0.95,0.09,0.37,0.66,0.74,0.2,0.98,0.62,0.13,0.98,0.33,0.88,0.3,0.0,0.98,0.01,0.44,NA,0.13,0.06,0.94,0.84,0.59,0.71,0.82,0.35,0.02,0.88,0.07,0.05,0.5,0.66,0.69,0.48,0.21,0.5,0.84
cg00003577,Gene2566,20,42787964,42787964,-,0.58,0.15,0.25,0.5,0.99,0.85,0.99,0.42,0.54,0.74,0.83,0.75,0.79,0.41,0.56,0.44,0.78,0.99,0.71,0.61,0.43,0.92,0.42,0.45,0.46,0.36,0.94,0.11,0.29,0.32,0.32,0.75,0.69,NA,0.6,0.4,0.55,0.37,0.08,0.96,0.29,0.92,0.36,NA,0.37,0.36,0.34,0.2,0.32,0.11
cg00003578,Gene572,Y,34876536,34876536,+,0.36,0.66,0.22,0.55,0.47,0.87,0.36,0.65,0.86,0.23,0.53,0.86,0.98,0.83,0.64,0.42,0.85,0.29,NA,0.29,0.87,0.37,1.0,0.96,0.43,0.75,0.32,0.9,0.96,0.78,0.17,0.93,0.37,0.08,0.85,0.73,0.46,0.52,0.08,0.28,0.05,0.88,0.15,0.7,0.46,0.71,0.72,0.06,0.53,0.3
cg00003579,Gene4997,22,46845337,46845337,+,0.53,0.54,0.44,0.31,0.4,0.73,0.26,0.58,0.54,0.96,0.63,0.61,0.02,0.34,0.56,0.84,0.09,0.82,0.66,0.42,0.14,0.41,0.18,0.04,0.54,0.82,0.41,0.34,0.88,0.06,0.8,0.43,0.72,0.76,0.48,0.27,0.33,0.65,0.08,0.81,0.11,0.96,0.62,0.03,0.43,0.29,0.5,0.44,0.35,0.79
cg00003580,Gene1414,19,3046246,3046246,+,0.93,NA,0.94,0.67,0.02,0.01,0.19,0.06,0.75,0.86,1.0,0.8,0.95,0.56,0.99,0.53,0.6,0.76,0.44,0.16,0.96,NA,0.06,0.86,0.02,0.36,NA,0.82,0.56,0.77,0.45,0.78,0.36,0.1,0.18,0.69,0.45,0.32,0.06,NA,0.56,0.54,0.97,0.81,0.45,NA,0.18,0.09,0.41,0.69
cg00003581,Gene2327,17,7782770,7782770,-,0.6,0.43,0.79,0.8,0.26,0.59,NA,0.19,0.84,0.16,0.48,0.25,0.21,0.58,NA,0.92,0.39,0.78,0.71,0.53,0.08,0.71,0.39,0.28,0.84,0.17,0.43,NA,0.17,0.71,0.79,0.37,0.88,0.55,0.29,0.16,0.96,0.11,0.23,0.57,0.78,0.2,0.7,0.12,0.61,0.69,0.0,0.23,0.51,0.62
cg00003582,Gene3905,Y,54662438,54662438,+,0.86,0.17,0.1,0.85,0.4,0.39,0.83,0.2,0.7,0.32,0.97,0.6,0.26,0.55,0.34,0.94,0.46,0.74,0.33,0.73,0.16,0.84,0.95,0.1,0.33,0.67,0.64,0.41,0.76,0.05,0.4,0.5,0.23,0.91,NA,0.67,0.07,0.68,0.78,0.28,0.99,0.86,0.73,0.26,0.26,0.43,NA,0.51,0.77,0.35
cg00003583,Gene125,14,85257950,85257950,+,0.13,0.86,0.74,0.01,0.12,0.34,0.05,0.36,0.8,0.42,0.57,0.18,0.58,0.54,0.36,0.98,0.8,0.62,0.11,0.2,NA,0.75,0.02,0.37,0.88,0.17,0.16,0.79,0.07,0.85,0.67,0.2,0.18,0.32,0.7,0.85,0.7,0.8,0.64,0.73,0.86,0.27,0.33,0.94,0.68,0.84,0.27,0.6,0.98,NA
cg00003584,Gene489,19,23824956,23824956,+,0.75,0.89,0.54,0.1,0.2,0.55,0.12,0.14,0.44,0.38,0.21,0.54,NA,0.71,0.28,0.7,0.27,0.24,0.73,0.39,0.36,0.28,0.94,0.28,0.7,0.97,NA,0.37,0.2,0.34,0.7,0.44,0.97,0.5,0.73,0.42,0.7,0.54,NA,0.86,0.83,0.1,0.2,0.64,0.59,0.17,0.09,0.4,0.72,0.08
cg00003585,Gene636,14,46619506,46619506,-,0.43,0.58,0.41,0.88,0.27,0.6,0.69,0.32,0.75,0.65,0.26,0.81,0.8,0.83,0.97,NA,0.58,0.8,0.64,0.64,NA,0.38,0.0,0.97,0.12,0.57,0.98,0.72,0.46,0.78,0.2,0.31,0.13,NA,0.27,0.52,0.4,0.75,0.56,0.39,0.04,0.29,0.3,0.65,0.01,0.86,0.36,0.28,0.71,0.56
cg00003586,Gene1357,X,53602483,53602483,+,0.08,0.68,0.42,0.6,0.38,0.38,0.43,0.29,0.74,0.12,0.67,0.93,0.41,0.46,NA,0.27,0.52,0.09,0.49,0.55,0.66,0.51,0.56,0.79,0.52,0.81,0.54,NA,0.8,0.17,0.59,0.53,0.27,0.14,0.5,0.6,0.29,0.17,0.86,0.63,0.88,0.17,0.75,0.99,0.94,0.74,0.9,0.78,0.26,0.1
cg00003587,Gene4451,9,40268510,40268510,+,0.51,0.05,0.15,0.69,0.9,0.09,0.23,0.44,0.48,0.51,0.01,0.24,0.82,0.97,0.04,0.34,0.89,0.89,0.16,0.63,0.39,0.02,0.23,0.42,0.61,0.48,0.05,0.3,0.96,0.02,0.46,0.51,0.34,0.96,0.31,0.88,0.98,0.25,0.15,0.53,0.9,0.85,0.22,0.43,0.64,0.74,0.36,0.32,0.02,0.25
cg00003588,Gene2722,14,47482929,47482929,-,0.22,0.88,0.57,0.33,0.4,0.58,0.45,0.6,0.97,0.92,0.29,0.62,0.97,0.42,0.12,0.0,0.04,0.82,NA,0.54,0.71,NA,0.65,0.13,0.67,0.54,0.02,0.86,0.08,0.76,1.0,0.15,0.17,0.89,0.02,0.08,0.41,0.25,0.43,0.09,0.61,0.27,0.42,0.69,0.42,0.4,0.11,0.52,0.92,0.35
cg00003589,Gene881,14,43767242,43767242,-,0.2,0.68,0.25,0.65,0.37,0.49,0.42,0.98,0.27,0.86,0.08,0.19,0.72,0.92,0.7,0.27,0.87,0.35,0.17,0.16,0.52,0.3,0.48,0.09,0.54,0.29,0.86,0.59,0.34,0.27,0.95,0.79,1.0,0.66,NA,NA,0.16,0.97,0.65,0.61,0.15,0.83,0.56,0.13,0.77,0.16,0.44,0.55,0.64,0.45
